product_category_name,review_score,review_comment_title,review_comment_message,review_comment_message_en,review_comment_message_en_cleaned,sentiment,compound_score,average_review_score,compound_score_avg_compound,average_sentiment
pet_shop,5.0,,perfeito em tudo,perfect in every way,"['perfect', 'in', 'every', 'way']",positive,0.5719,4.294117647058823,0.20379999999999998,positive
pet_shop,4.0,,"Muito desagradável receber dois produtos IGUAIS SEPARADAMENTE, e em dias diferentes sem NOTA FISCAL!
GERA INSATISFAÇÃO.","Very unpleasant to receive two EQUAL products SEPARATELY, and on different days with NO INVOICE!
IT GENERATES DISSATISFACTION.","['very', 'unpleasant', 'to', 'receive', 'two', 'equal', 'products', 'separately', 'and', 'on', 'different', 'days', 'with', 'no', 'invoice', 'it', 'generates', 'dissatisfaction']",negative,-0.8898,4.294117647058823,0.20379999999999998,positive
pet_shop,4.0,,"Muito desagradável receber dois produtos IGUAIS SEPARADAMENTE, e em dias diferentes sem NOTA FISCAL!
GERA INSATISFAÇÃO.","Very unpleasant to receive two EQUAL products SEPARATELY, and on different days with NO INVOICE!
IT GENERATES DISSATISFACTION.","['very', 'unpleasant', 'to', 'receive', 'two', 'equal', 'products', 'separately', 'and', 'on', 'different', 'days', 'with', 'no', 'invoice', 'it', 'generates', 'dissatisfaction']",negative,-0.8898,4.294117647058823,0.20379999999999998,positive
pet_shop,5.0,,Preciso devolver o produto pois essa compra havia sido cancelada. Acredito que tenha sido problema do sistema. Estou aguardando resposta para devolver e pegar o dinheiro de volta,I need to return the product because the purchase was canceled. I think it was a system problem. I'm waiting for an answer so I can return it and get my money back.,"['i', 'need', 'to', 'return', 'the', 'product', 'because', 'the', 'purchase', 'was', 'canceled', 'i', 'think', 'it', 'was', 'a', 'system', 'problem', 'im', 'waiting', 'for', 'an', 'answer', 'so', 'i', 'can', 'return', 'it', 'and', 'get', 'my', 'money', 'back']",negative,-0.4019,4.294117647058823,0.20379999999999998,positive
pet_shop,4.0,,Produto entregue antes da data prevista.,Product delivered ahead of schedule.,"['product', 'delivered', 'ahead', 'of', 'schedule']",neutral,0.0,4.294117647058823,0.20379999999999998,positive
pet_shop,5.0,,"A vendedora foi super atenciosa, ligou para confirmar as medidas e enviou um email falando sobre o atraso na entrega pelos correios.
Capa e galochas ótimas. Recomendo.","The seller was super attentive, called to confirm the measurements and sent an email about the delay in delivery by the post office.
Great cape and wellies. I recommend it.","['the', 'seller', 'was', 'super', 'attentive', 'called', 'to', 'confirm', 'the', 'measurements', 'and', 'sent', 'an', 'email', 'about', 'the', 'delay', 'in', 'delivery', 'by', 'the', 'post', 'office', 'great', 'cape', 'and', 'wellies', 'i', 'recommend', 'it']",positive,0.8625,4.294117647058823,0.20379999999999998,positive
pet_shop,5.0,,"A vendedora foi super atenciosa, ligou para confirmar as medidas e enviou um email falando sobre o atraso na entrega pelos correios.
Capa e galochas ótimas. Recomendo.","The seller was super attentive, called to confirm the measurements and sent an email about the delay in delivery by the post office.
Great cape and wellies. I recommend it.","['the', 'seller', 'was', 'super', 'attentive', 'called', 'to', 'confirm', 'the', 'measurements', 'and', 'sent', 'an', 'email', 'about', 'the', 'delay', 'in', 'delivery', 'by', 'the', 'post', 'office', 'great', 'cape', 'and', 'wellies', 'i', 'recommend', 'it']",positive,0.8625,4.294117647058823,0.20379999999999998,positive
relogios_presentes,5.0,,Bom,Bom,['bom'],neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,não foi entregue,has not been delivered,"['has', 'not', 'been', 'delivered']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"Atendeu bastante as minhas expectativas, fácil manuseio em relação ao ajuste de horas dentre outras funções.","It lived up to my expectations, easy to use in terms of setting the time and other functions.","['it', 'lived', 'up', 'to', 'my', 'expectations', 'easy', 'to', 'use', 'in', 'terms', 'of', 'setting', 'the', 'time', 'and', 'other', 'functions']",positive,0.4404,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Ótimo vendedor recebi corretamente recomendo, ótimo produto obrigado.","Great seller I received it correctly I recommend it, great product thank you.","['great', 'seller', 'i', 'received', 'it', 'correctly', 'i', 'recommend', 'it', 'great', 'product', 'thank', 'you']",positive,0.9217,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Estou extremamente insastifita até agora meu protudo não chegou e Nei mim manda fala nada a respeito disso não pensava que era asi,"I'm extremely dissatisfied and so far my product hasn't arrived and Nei tells me nothing about it, I didn't think it was Asian.","['im', 'extremely', 'dissatisfied', 'and', 'so', 'far', 'my', 'product', 'hasnt', 'arrived', 'and', 'nei', 'tells', 'me', 'nothing', 'about', 'it', 'i', 'didnt', 'think', 'it', 'was', 'asian']",negative,-0.4391,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"na verdade o produto chegou um dia após a data prevista e não mim satisfez. mesmo assim agradeço
","in fact the product arrived one day after the expected date and did not satisfy me. nevertheless thank you
","['in', 'fact', 'the', 'product', 'arrived', 'one', 'day', 'after', 'the', 'expected', 'date', 'and', 'did', 'not', 'satisfy', 'me', 'nevertheless', 'thank', 'you']",neutral,0.0052,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Não recebi o produto até o momento... Segundo o site está entregue. Mas entregue à quem??? Eu não recebi.
Pelo rastreio aparece PARADO nos correios do Rio de Janeiro.
Aguardo retorno.","I haven't received the product yet... According to the website, it has been delivered. But delivered to whom? I haven't received it.
The tracking shows that it's STOPPED at the post office in Rio de Janeiro.
I'm waiting to hear back.","['i', 'havent', 'received', 'the', 'product', 'yet', 'according', 'to', 'the', 'website', 'it', 'has', 'been', 'delivered', 'but', 'delivered', 'to', 'whom', 'i', 'havent', 'received', 'it', 'the', 'tracking', 'shows', 'that', 'its', 'stopped', 'at', 'the', 'post', 'office', 'in', 'rio', 'de', 'janeiro', 'im', 'waiting', 'to', 'hear', 'back']",negative,-0.5345,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Prazo para entrega de 15 dias e mesmo assim não foi entregue! Não comprar dessa loja e a lannister deveria ter maior controle dos parceiros! Tambem é culpada!,Delivery time of 15 days and still no delivery! Don't buy from this store and lannister should have more control over their partners! You're guilty too!,"['delivery', 'time', 'of', 'days', 'and', 'still', 'no', 'delivery', 'dont', 'buy', 'from', 'this', 'store', 'and', 'lannister', 'should', 'have', 'more', 'control', 'over', 'their', 'partners', 'youre', 'guilty', 'too']",negative,-0.7074,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,Estou satisfeito com os serviços prestados.,I am satisfied with the services provided.,"['i', 'am', 'satisfied', 'with', 'the', 'services', 'provided']",positive,0.4215,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,Estou satisfeito com os serviços prestados.,I am satisfied with the services provided.,"['i', 'am', 'satisfied', 'with', 'the', 'services', 'provided']",positive,0.4215,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Estou aguardando o meu produto chegar, preciso para dia 22, é presenta, HOJE É DIA 20, O PRAZO ERA DIA 19. O QUE ESTÁ HAVENDO?","I'm waiting for my product to arrive, I need it on the 22nd, it's present, TODAY IS THE 20th, THE DEADLINE WAS THE 19th. WHAT'S GOING ON?","['im', 'waiting', 'for', 'my', 'product', 'to', 'arrive', 'i', 'need', 'it', 'on', 'the', 'nd', 'its', 'present', 'today', 'is', 'the', 'th', 'the', 'deadline', 'was', 'the', 'th', 'whats', 'going', 'on']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"PÉSSIMO ! Entrei por diversas vezes contato por telefone e não atendem, desligaram na minha cara, passou o prazo estimado e até hoje não recebi meus produtos. Nunca mais compro nada na lannister.com","BAD ! I contacted them several times by phone and they didn't answer, they hung up on me, the estimated deadline passed and I still haven't received my products. I'll never buy anything from lannister.com again","['bad', 'i', 'contacted', 'them', 'several', 'times', 'by', 'phone', 'and', 'they', 'didnt', 'answer', 'they', 'hung', 'up', 'on', 'me', 'the', 'estimated', 'deadline', 'passed', 'and', 'i', 'still', 'havent', 'received', 'my', 'products', 'ill', 'never', 'buy', 'anything', 'from', 'lannistercom', 'again']",negative,-0.6731,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"PÉSSIMO ! Entrei por diversas vezes contato por telefone e não atendem, desligaram na minha cara, passou o prazo estimado e até hoje não recebi meus produtos. Nunca mais compro nada na lannister.com","BAD ! I contacted them several times by phone and they didn't answer, they hung up on me, the estimated deadline passed and I still haven't received my products. I'll never buy anything from lannister.com again","['bad', 'i', 'contacted', 'them', 'several', 'times', 'by', 'phone', 'and', 'they', 'didnt', 'answer', 'they', 'hung', 'up', 'on', 'me', 'the', 'estimated', 'deadline', 'passed', 'and', 'i', 'still', 'havent', 'received', 'my', 'products', 'ill', 'never', 'buy', 'anything', 'from', 'lannistercom', 'again']",negative,-0.6731,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Muito bom o produto, chegou dentro do prazo! Recomendo.","Very good product, arrived on time! I recommend it.","['very', 'good', 'product', 'arrived', 'on', 'time', 'i', 'recommend', 'it']",positive,0.7171,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,O produto chegou muito bem,The product arrived very well,"['the', 'product', 'arrived', 'very', 'well']",positive,0.3384,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Produto de qualidade e entrega rápida,Quality product and fast delivery,"['quality', 'product', 'and', 'fast', 'delivery']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,Por enquanto o produto adquirido está funcionando muito bem. Recomendo essa loja.,So far the product I bought is working very well. I recommend this store.,"['so', 'far', 'the', 'product', 'i', 'bought', 'is', 'working', 'very', 'well', 'i', 'recommend', 'this', 'store']",positive,0.6335,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,produto chegou no prazo,product arrived on time,"['product', 'arrived', 'on', 'time']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Não consigo avaliar algo que ainda não recebi. ,I can't evaluate something I haven't received yet.,"['i', 'cant', 'evaluate', 'something', 'i', 'havent', 'received', 'yet']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,"O relógio aparenta ser de qualidade inferior aos relógios da marca Casio, e não veio com manual em português o que demonstra que é importado.","The watch appears to be of inferior quality to Casio watches, and did not come with a manual in Portuguese, which shows that it is imported.","['the', 'watch', 'appears', 'to', 'be', 'of', 'inferior', 'quality', 'to', 'casio', 'watches', 'and', 'did', 'not', 'come', 'with', 'a', 'manual', 'in', 'portuguese', 'which', 'shows', 'that', 'it', 'is', 'imported']",negative,-0.4019,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Recomendo o produto e a loja, mas o relógio veio solto, o que me fez ter certeza de que não é original. Apesar disso, é perfeito e lindo.","I recommend the product and the store, but the watch came loose, which made me sure it wasn't original. Despite this, it's perfect and beautiful.","['i', 'recommend', 'the', 'product', 'and', 'the', 'store', 'but', 'the', 'watch', 'came', 'loose', 'which', 'made', 'me', 'sure', 'it', 'wasnt', 'original', 'despite', 'this', 'its', 'perfect', 'and', 'beautiful']",positive,0.168,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Boa noite, não recebi o produto. Correios nunca atualizou o código de rastreio e nem uma posição da loja até o momento.","Good evening, I haven't received the product. The post office has never updated the tracking code, nor has the store given me a position so far.","['good', 'evening', 'i', 'havent', 'received', 'the', 'product', 'the', 'post', 'office', 'has', 'never', 'updated', 'the', 'tracking', 'code', 'nor', 'has', 'the', 'store', 'given', 'me', 'a', 'position', 'so', 'far']",positive,0.4404,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Alem de excelente qualidade, o produto foi entregue no prazo conforme especificação do site.","In addition to excellent quality, the product was delivered on time as specified on the website.","['in', 'addition', 'to', 'excellent', 'quality', 'the', 'product', 'was', 'delivered', 'on', 'time', 'as', 'specified', 'on', 'the', 'website']",positive,0.5719,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Vocês deveriam passar algum contato direto com o fornecedor, minha encomenda ainda não chegou e agora ?","You should contact the supplier directly, my order hasn't arrived yet and now what?","['you', 'should', 'contact', 'the', 'supplier', 'directly', 'my', 'order', 'hasnt', 'arrived', 'yet', 'and', 'now', 'what']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,2.0,,"Comprei o relógio com a borda azul, conforme o anúncio aqui no site e chegou com a borda amarela e botões. ","I bought the watch with a blue border, as advertised here on the site, and it arrived with a yellow border and buttons.","['i', 'bought', 'the', 'watch', 'with', 'a', 'blue', 'border', 'as', 'advertised', 'here', 'on', 'the', 'site', 'and', 'it', 'arrived', 'with', 'a', 'yellow', 'border', 'and', 'buttons']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,2.0,,"Produto solto dentro de uma caixa de papelão sem nenhum tipo de enchimento amortecedor ou protetor. Felizmente não sofreu danos, mas deixou a desejar no aspecto embalagem.","The product came loose in a cardboard box without any kind of cushioning or protective filling. Fortunately, it was not damaged, but it left something to be desired in terms of packaging.","['the', 'product', 'came', 'loose', 'in', 'a', 'cardboard', 'box', 'without', 'any', 'kind', 'of', 'cushioning', 'or', 'protective', 'filling', 'fortunately', 'it', 'was', 'not', 'damaged', 'but', 'it', 'left', 'something', 'to', 'be', 'desired', 'in', 'terms', 'of', 'packaging']",positive,0.4025,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Adorei meu relógio,muito lindo!","I love my watch, it's beautiful!","['i', 'love', 'my', 'watch', 'its', 'beautiful']",positive,0.8553,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,2.0,,Aguardando posição sobre o produto,Waiting for a position on the product,"['waiting', 'for', 'a', 'position', 'on', 'the', 'product']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,Bom ,Good,['good'],positive,0.4404,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,Bom ,Good,['good'],positive,0.4404,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Horrível muito pequeno nada a ver não recomendo o produto ,Horrible too small nothing to see I don't recommend the product,"['horrible', 'too', 'small', 'nothing', 'to', 'see', 'i', 'dont', 'recommend', 'the', 'product']",negative,-0.6818,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,ola comprei dois relógios. somente um chegou.,hello i bought two watches. only one has arrived.,"['hello', 'i', 'bought', 'two', 'watches', 'only', 'one', 'has', 'arrived']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,ola comprei dois relógios. somente um chegou.,hello i bought two watches. only one has arrived.,"['hello', 'i', 'bought', 'two', 'watches', 'only', 'one', 'has', 'arrived']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"Olá. A entrega chegou rápido, em três dias. Produto muito bom.","Hi. Delivery came quickly, in three days. Very good product.","['hi', 'delivery', 'came', 'quickly', 'in', 'three', 'days', 'very', 'good', 'product']",positive,0.4927,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"

Recomendo. ","

I recommend it.","['i', 'recommend', 'it']",positive,0.3612,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Muito bom,Very good,"['very', 'good']",positive,0.4927,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Demorou para fazer a confirmação e o pedido,It took a while to confirm and place the order,"['it', 'took', 'a', 'while', 'to', 'confirm', 'and', 'place', 'the', 'order']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Entrega rapida e produto de otima qualidade,Fast delivery and top quality product,"['fast', 'delivery', 'and', 'top', 'quality', 'product']",positive,0.2023,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,Chegou no prazo e como eu esperava super recomendo ,It arrived on time and just as I expected. I highly recommend it.,"['it', 'arrived', 'on', 'time', 'and', 'just', 'as', 'i', 'expected', 'i', 'highly', 'recommend', 'it']",positive,0.4201,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Meu pedido veio incompleto. Ficou faltando um item.,My order was incomplete. One item was missing.,"['my', 'order', 'was', 'incomplete', 'one', 'item', 'was', 'missing']",negative,-0.296,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Meu pedido veio incompleto. Ficou faltando um item.,My order was incomplete. One item was missing.,"['my', 'order', 'was', 'incomplete', 'one', 'item', 'was', 'missing']",negative,-0.296,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,bom,bom,['bom'],neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"Recebi dois e a compra foi de três relógios ,estou aguardando o outro.","I received two and the purchase was for three watches, I'm waiting for the other one.","['i', 'received', 'two', 'and', 'the', 'purchase', 'was', 'for', 'three', 'watches', 'im', 'waiting', 'for', 'the', 'other', 'one']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"Recebi dois e a compra foi de três relógios ,estou aguardando o outro.","I received two and the purchase was for three watches, I'm waiting for the other one.","['i', 'received', 'two', 'and', 'the', 'purchase', 'was', 'for', 'three', 'watches', 'im', 'waiting', 'for', 'the', 'other', 'one']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,3.0,,"Recebi dois e a compra foi de três relógios ,estou aguardando o outro.","I received two and the purchase was for three watches, I'm waiting for the other one.","['i', 'received', 'two', 'and', 'the', 'purchase', 'was', 'for', 'three', 'watches', 'im', 'waiting', 'for', 'the', 'other', 'one']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,2.0,,Recebi somente parte do pedido.,I only received part of the order.,"['i', 'only', 'received', 'part', 'of', 'the', 'order']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,2.0,,Recebi somente parte do pedido.,I only received part of the order.,"['i', 'only', 'received', 'part', 'of', 'the', 'order']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Comprei um relógio Casio.
Chegou em perfeito estado, no prazo. Produto original na caixa com certificado.
Obrigado stark, fiquei muito satisfeito.","I bought a Casio watch.
It arrived in perfect condition, on time. Original product in the box with certificate.
Thank you stark, I was very pleased.","['i', 'bought', 'a', 'casio', 'watch', 'it', 'arrived', 'in', 'perfect', 'condition', 'on', 'time', 'original', 'product', 'in', 'the', 'box', 'with', 'certificate', 'thank', 'you', 'stark', 'i', 'was', 'very', 'pleased']",positive,0.8932,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Ótimo ,Ótimo,['timo'],neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Relogios falsificado não gostei ,I don't like counterfeit watches,"['i', 'dont', 'like', 'counterfeit', 'watches']",negative,-0.2755,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,O relógio é MARAVILHOSO. Recomendo,The watch is WONDERFUL. I recommend it,"['the', 'watch', 'is', 'wonderful', 'i', 'recommend', 'it']",positive,0.7865,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"Amei tudo desde dá compra até a entrega, nota 10 lannister","I loved everything from the purchase to the delivery, note 10 lannister","['i', 'loved', 'everything', 'from', 'the', 'purchase', 'to', 'the', 'delivery', 'note', 'lannister']",positive,0.5994,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,super recomendo. produto de ótima qualidade.,i highly recommend it. great quality product.,"['i', 'highly', 'recommend', 'it', 'great', 'quality', 'product']",positive,0.7996,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Tudo certinho ! Entregue no prazo ! Amei ,Everything just right! Delivered on time ! Love it,"['everything', 'just', 'right', 'delivered', 'on', 'time', 'love', 'it']",positive,0.6988,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Comprei o produto é solicitei a troca a targaryen e até o momento não obtive retorno, o produto veio embalado mas com sinal de uso, já solicitei a troca e devolucao do dinheiro e não retornaram ","I bought the product and requested an exchange from targaryen and so far I haven't heard back. The product came packaged but with signs of use, I've already requested an exchange and a refund and they haven't returned the request","['i', 'bought', 'the', 'product', 'and', 'requested', 'an', 'exchange', 'from', 'targaryen', 'and', 'so', 'far', 'i', 'havent', 'heard', 'back', 'the', 'product', 'came', 'packaged', 'but', 'with', 'signs', 'of', 'use', 'ive', 'already', 'requested', 'an', 'exchange', 'and', 'a', 'refund', 'and', 'they', 'havent', 'returned', 'the', 'request']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Recomendo a todos,I recommend it to everyone,"['i', 'recommend', 'it', 'to', 'everyone']",positive,0.3612,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Produto veio perfeito e antes do prazo de entrega.,The product came perfect and before the delivery date.,"['the', 'product', 'came', 'perfect', 'and', 'before', 'the', 'delivery', 'date']",positive,0.5719,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,Ja liguei para troca do produto e até agora não tive resposta,I've already called to exchange the product and so far I've had no reply,"['ive', 'already', 'called', 'to', 'exchange', 'the', 'product', 'and', 'so', 'far', 'ive', 'had', 'no', 'reply']",negative,-0.296,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Nunca recebi o produto, entrei com o pedido de reembolso e fui ignorado!","I never received the product, I applied for a refund and was ignored!","['i', 'never', 'received', 'the', 'product', 'i', 'applied', 'for', 'a', 'refund', 'and', 'was', 'ignored']",negative,-0.3802,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Nunca recebi o produto, entrei com o pedido de reembolso e fui ignorado!","I never received the product, I applied for a refund and was ignored!","['i', 'never', 'received', 'the', 'product', 'i', 'applied', 'for', 'a', 'refund', 'and', 'was', 'ignored']",negative,-0.3802,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,"COMPRO SEMPRE NAS lannister PORQUE TEM PREÇO, QUALIDADE E RAPIDEZ NA ENTREGA","i always buy from lannister because of the price, quality and speed of delivery","['i', 'always', 'buy', 'from', 'lannister', 'because', 'of', 'the', 'price', 'quality', 'and', 'speed', 'of', 'delivery']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,Na foto apareceu um modelo e veio outro da mesma personagem.,One model appeared in the photo and another of the same character came up.,"['one', 'model', 'appeared', 'in', 'the', 'photo', 'and', 'another', 'of', 'the', 'same', 'character', 'came', 'up']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,otimo,otimo,['otimo'],neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,produto de otima qualidade,top quality product,"['top', 'quality', 'product']",positive,0.2023,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,1.0,,"Além da demora para emitir a nota fiscal, a demora para a devolução do dinheiro, em caso de cancelamento da compra, demora uma eternidade. 
Já faz 2 semanas que solicitei o cancelamento e nada.","In addition to the delay in issuing the invoice, the delay in refunding the money if the purchase is canceled takes forever.
It's been 2 weeks since I asked to cancel and nothing.","['in', 'addition', 'to', 'the', 'delay', 'in', 'issuing', 'the', 'invoice', 'the', 'delay', 'in', 'refunding', 'the', 'money', 'if', 'the', 'purchase', 'is', 'canceled', 'takes', 'forever', 'its', 'been', 'weeks', 'since', 'i', 'asked', 'to', 'cancel', 'and', 'nothing']",negative,-0.6808,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Entrega muito antes do prazo. O relógio é bem delicado. Muito satisfeita com a compra!,Delivery well ahead of schedule. The watch is very delicate. Very pleased with the purchase!,"['delivery', 'well', 'ahead', 'of', 'schedule', 'the', 'watch', 'is', 'very', 'delicate', 'very', 'pleased', 'with', 'the', 'purchase']",positive,0.7462,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Adorei perfeito lindo,I loved it perfect beautiful,"['i', 'loved', 'it', 'perfect', 'beautiful']",positive,0.91,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,5.0,,Ótimos produtos preço bom,Great products good price,"['great', 'products', 'good', 'price']",positive,0.7906,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,Recomendamo sempre excelente loja,Recomendamo sempre excelente loja,"['recomendamo', 'sempre', 'excelente', 'loja']",neutral,0.0,3.4269662921348316,0.1614134831460674,positive
relogios_presentes,4.0,,"Cumpriu o esperado, exceto pelo manual do produto vir em inglês, e não passar de um pedaço de papel mal impresso como uma cópia reprográfica mal enquadrada em 1/4 de folha A-4","It lived up to expectations, except that the product manual is in English and is nothing more than a poorly printed piece of paper, like a poorly framed reprographic copy on a 1/4 sheet of A-4 paper","['it', 'lived', 'up', 'to', 'expectations', 'except', 'that', 'the', 'product', 'manual', 'is', 'in', 'english', 'and', 'is', 'nothing', 'more', 'than', 'a', 'poorly', 'printed', 'piece', 'of', 'paper', 'like', 'a', 'poorly', 'framed', 'reprographic', 'copy', 'on', 'a', 'sheet', 'of', 'a', 'paper']",positive,0.3612,3.4269662921348316,0.1614134831460674,positive
